Sigma_Factor,Sigma,Sigma_C,Stimulation_Index,Interval,Element_Reentry_Rate,Element_Block_Rate,Element_Normal_Rate,Event_Type,Runtime
0.0125,0.001,1.0,-,-,-,-,-,-,0.003890236218770345
