Sigma_Factor,Sigma,Stimulation_Index,Interval,Element_Reentry_Rate,Element_Block_Rate,Element_Normal_Rate,Event_Type
0.0125,0.9,2.0,310.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,2.0,300.0,0.9713636937050588,5.03343004919894,93.995206257096,Propagação_Normal
0.0125,0.9,2.0,290.0,0.0,99.12955720953704,0.8704427904629747,Bloqueio
0.0125,0.9,3.0,380.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,370.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,360.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,350.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,340.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,330.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,320.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,310.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,300.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,290.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,280.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,270.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,260.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,250.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,240.0,0.6307556452630251,5.03343004919894,94.33581430553804,Propagação_Normal
0.0125,0.9,3.0,230.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,220.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,210.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.9,3.0,200.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,380.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,370.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,360.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,350.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,340.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,330.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,320.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,310.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,300.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,290.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,280.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,270.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,260.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,250.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,240.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,230.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,220.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,210.0,0.6181405323577646,5.03343004919894,94.34842941844327,Propagação_Normal
0.0125,0.9,4.0,200.0,0.9335183549892772,5.03343004919894,94.03305159581178,Propagação_Normal
0.0125,0.76,2.0,380.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.76,2.0,370.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.76,2.0,360.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.76,2.0,350.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.76,2.0,340.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.76,2.0,330.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.76,2.0,320.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.76,2.0,310.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,2.0,300.0,1.0092090324208405,5.03343004919894,93.95736091838022,Propagação_Normal
0.0125,0.76,2.0,290.0,0.0,99.12955720953704,0.8704427904629747,Bloqueio
0.0125,0.76,3.0,380.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,370.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,360.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,350.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,340.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,330.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,320.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,310.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,300.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,290.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,280.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,270.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,260.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,250.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,240.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,230.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,220.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,210.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.76,3.0,200.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,380.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,370.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,360.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,350.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,340.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,330.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,320.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,310.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,300.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,290.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,280.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,270.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,260.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,250.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,240.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,230.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,220.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,210.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.76,4.0,200.0,0.7821370001261512,5.03343004919894,94.1844329506749,Propagação_Normal
0.0125,0.72,2.0,380.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.72,2.0,370.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.72,2.0,360.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.72,2.0,350.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.72,2.0,340.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.72,2.0,330.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.72,2.0,320.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.72,2.0,310.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,2.0,300.0,0.8452125646524536,5.03343004919894,94.1213573861486,Propagação_Normal
0.0125,0.72,2.0,290.0,0.0,99.05386653210546,0.9461334678945376,Bloqueio
0.0125,0.72,3.0,380.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,370.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,360.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,350.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,340.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,330.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,320.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,310.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,300.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,290.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,280.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,270.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,260.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,250.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,240.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,230.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,220.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,210.0,0.5172196291156805,5.03343004919894,94.44935032168536,Propagação_Normal
0.0125,0.72,3.0,200.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,380.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,370.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,360.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,350.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,340.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,330.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,320.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,310.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,300.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,290.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,280.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,270.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,260.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,250.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,240.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,230.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,220.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,210.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.72,4.0,200.0,0.8704427904629747,5.03343004919894,94.09612716033809,Propagação_Normal
0.0125,0.96,2.0,380.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.96,2.0,370.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.96,2.0,360.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.96,2.0,350.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.96,2.0,340.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.96,2.0,330.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.96,2.0,320.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.96,2.0,310.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,2.0,300.0,0.9209032420840166,5.03343004919894,94.04566670871704,Propagação_Normal
0.0125,0.96,2.0,290.0,0.0,99.23047811277912,0.7695218872208907,Bloqueio
0.0125,0.96,3.0,380.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,370.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,360.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,350.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,340.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,330.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,320.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,310.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,300.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,290.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,280.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,270.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,260.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,250.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,240.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,230.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,220.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,210.0,0.529834742020941,5.03343004919894,94.43673520878012,Propagação_Normal
0.0125,0.96,3.0,200.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,380.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,370.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,360.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,350.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,340.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,330.0,0.5929103065472436,5.03343004919894,94.37365964425382,Propagação_Normal
0.0125,0.96,4.0,320.0,0.5802951936419831,5.03343004919894,94.38627475715909,Propagação_Normal
0.0125,0.96,4.0,310.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,300.0,0.5929103065472436,5.03343004919894,94.37365964425382,Propagação_Normal
0.0125,0.96,4.0,290.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,280.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,270.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,260.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,250.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,240.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,230.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,220.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,210.0,0.5550649678314621,5.03343004919894,94.4115049829696,Propagação_Normal
0.0125,0.96,4.0,200.0,1.0218241453261008,5.03343004919894,93.94474580547497,Propagação_Normal
0.0125,0.8,2.0,380.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.8,2.0,370.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.8,2.0,360.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.8,2.0,350.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.8,2.0,340.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.8,2.0,330.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.8,2.0,320.0,0.0,5.03343004919894,94.96656995080106,Propagação_Normal
0.0125,0.8,2.0,310.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,2.0,300.0,1.2110508389050083,5.03343004919894,93.75551911189604,Propagação_Normal
0.0125,0.8,2.0,290.0,0.0,99.12955720953704,0.8704427904629747,Bloqueio
0.0125,0.8,3.0,380.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,370.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,360.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,350.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,340.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,330.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,320.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,310.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,300.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,290.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,280.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,270.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,260.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,250.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,240.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,230.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,220.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,210.0,0.5424498549262016,5.03343004919894,94.42412009587484,Propagação_Normal
0.0125,0.8,3.0,200.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
0.0125,0.8,4.0,380.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
0.0125,0.8,4.0,370.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
0.0125,0.8,4.0,360.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
0.0125,0.8,4.0,350.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
0.0125,0.8,4.0,340.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
0.0125,0.8,4.0,330.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
0.0125,0.8,4.0,320.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
0.0125,0.8,4.0,310.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
0.0125,0.8,4.0,300.0,0.7316765485051091,5.03343004919894,94.23489340229597,Propagação_Normal
