Sigma_Factor,Sigma,Sigma_C,Stimulation_Index,Interval,Element_Reentry_Rate,Element_Block_Rate,Element_Normal_Rate,Event_Type,Runtime
0.0125,0.0001847575058,1.0,-,-,-,-,-,-,0.003813584645589193
